max_depth,num_thresholds,min_samples_split,min_samples_leaf,train_time_sec,accuracy,f1_score,precision
8,10,15,5,7.671298503875732,0.884672968201828,0.8845483363457227,0.8862808098706035
8,10,15,8,8.863327503204346,0.884672968201828,0.8845483363457227,0.8862808098706035
8,20,5,2,15.260208368301392,0.8935889700788809,0.8932140964844012,0.8990823372487122
8,20,5,5,15.307356595993042,0.8935889700788809,0.8932140964844012,0.8990823372487122
8,20,5,8,15.179379224777222,0.8933878572545865,0.8930097118151789,0.8989166375519139
8,20,10,2,14.98858094215393,0.8934102031239526,0.8930352680718395,0.8988925646535769
8,20,10,5,14.91405439376831,0.8934102031239526,0.8930352680718395,0.8988925646535769
8,20,10,8,15.370812892913818,0.8934102031239526,0.8930352680718395,0.8988925646535769
8,20,15,2,15.468985795974731,0.8933431655158544,0.8929688468518306,0.8988118739392814
8,20,15,5,15.077325344085693,0.8933431655158544,0.8929688468518306,0.8988118739392814
8,20,15,8,15.170701026916504,0.8933431655158544,0.8929688468518306,0.8988118739392814
8,30,5,2,21.127029418945312,0.9019463252217828,0.9018413681696319,0.9036115659716507
8,30,5,5,22.454315662384033,0.9019463252217828,0.9018413681696319,0.9036115659716507
8,30,5,8,22.422759532928467,0.9017675582668544,0.9016609660463054,0.9034553874832622
8,30,10,2,20.729377269744873,0.9019016334830506,0.9017960530380807,0.9035760063650715
8,30,10,5,21.76356840133667,0.9019016334830506,0.9017960530380807,0.9035760063650715
8,30,10,8,21.049187421798706,0.9019016334830506,0.9017960530380807,0.9035760063650715
8,30,15,2,21.795035123825073,0.901633483050658,0.9015264550009715,0.9033254246212387
8,30,15,5,21.111409425735474,0.901633483050658,0.9015264550009715,0.9033254246212387
8,30,15,8,21.83503746986389,0.901633483050658,0.9015264550009715,0.9033254246212387
10,10,5,2,12.8322172164917,0.9307278049652522,0.930726349038089,0.9307740674009017
10,10,5,5,12.85655164718628,0.9307278049652522,0.930726349038089,0.9307740674009017
10,10,5,8,12.378805160522461,0.9301244664923689,0.9301230970495713,0.9301679240115721
10,10,10,2,12.620875597000122,0.930169158231101,0.9301674974497317,0.9302206945153171
10,10,10,5,11.995496034622192,0.930169158231101,0.9301674974497317,0.9302206945153171
10,10,10,8,11.678501605987549,0.930169158231101,0.9301674974497317,0.9302206945153171
10,10,15,2,11.74477505683899,0.9300350830149047,0.9300335689266097,0.9300824828585199
10,10,15,5,12.107144832611084,0.9300350830149047,0.9300335689266097,0.9300824828585199
10,10,15,8,12.213096141815186,0.9300350830149047,0.9300335689266097,0.9300824828585199
10,20,5,2,22.663764715194702,0.9187727648544166,0.9187058087483898,0.9201023739839862
10,20,5,5,21.23910689353943,0.9187727648544166,0.9187058087483898,0.9201023739839862
10,20,5,8,22.14874291419983,0.9183258474670957,0.918259776451627,0.9196287221936176
10,20,10,2,20.658502340316772,0.9180130052959711,0.917948752021504,0.919273320520814
10,20,10,5,21.75975728034973,0.9180130052959711,0.917948752021504,0.919273320520814
10,20,10,8,21.494070053100586,0.9180130052959711,0.917948752021504,0.919273320520814
10,20,15,2,20.78872323036194,0.9176331255167482,0.9175668082875262,0.9189275219734557
10,20,15,5,20.842070817947388,0.9176331255167482,0.9175668082875262,0.9189275219734557
10,20,15,8,20.571328163146973,0.9176331255167482,0.9175668082875262,0.9189275219734557
10,30,5,2,30.2475483417511,0.932984737771223,0.9329732433485421,0.9332572760698166
10,30,5,5,31.17904758453369,0.932984737771223,0.9329732433485421,0.9332572760698166
10,30,5,8,30.445425510406494,0.9327165873388304,0.9327052822552618,0.9329831518926291
10,30,10,2,29.604966163635254,0.9327836249469286,0.9327729841001615,0.9330341453118598
10,30,10,5,29.71441388130188,0.9327836249469286,0.9327729841001615,0.9330341453118598
10,30,10,8,29.93723702430725,0.9327836249469286,0.9327729841001615,0.9330341453118598
10,30,15,2,29.448113441467285,0.93249312864517,0.9324823274993673,0.9327462729450904
10,30,15,5,29.81277346611023,0.93249312864517,0.9324823274993673,0.9327462729450904
10,30,15,8,29.487590551376343,0.93249312864517,0.9324823274993673,0.9327462729450904
